codigo_ibge,nome,latitude,longitude
3554508,Tietê,-23.1101,-47.7164
3554607,Timburi,-23.2057,-49.6096
3554656,Torre de Pedra,-23.2462,-48.1955
3554706,Torrinha,-22.4237,-48.1731
3554755,Trabiju,-22.0388,-48.3342
3554805,Tremembé,-22.9571,-45.5475
3554904,Três Fronteiras,-20.2344,-50.8905
3554953,Tuiuti,-22.8193,-46.6937
3555109,Tupi Paulista,-21.3825,-51.575
3555000,Tupã,-21.9335,-50.5191
3555208,Turiúba,-20.9428,-50.1135
3555307,Turmalina,-20.0486,-50.4792
3555356,Ubarana,-21.165,-49.7198
3555406,Ubatuba,-23.4332,-45.0834
3555505,Ubirajara,-22.5272,-49.6613
3555604,Uchoa,-20.9511,-49.1713
3555703,União Paulista,-20.8862,-49.9025
3555901,Uru,-21.7866,-49.2848
3556008,Urupês,-21.2032,-49.2931
3555802,Urânia,-20.2455,-50.6455
3556107,Valentim Gentil,-20.4217,-50.0889
3556206,Valinhos,-22.9698,-46.9974
3556305,Valparaíso,-21.2229,-50.8699
3556354,Vargem,-22.887,-46.4124
3556453,Vargem Grande Paulista,-23.5993,-47.022
3556404,Vargem Grande do Sul,-21.8322,-46.8913
3556602,Vera Cruz,-22.2183,-49.8207
3556701,Vinhedo,-23.0302,-46.9833
3556800,Viradouro,-20.8734,-48.293
3556909,Vista Alegre do Alto,-21.1692,-48.6284
3556958,Vitória Brasil,-20.1956,-50.4875
3557006,Votorantim,-23.5446,-47.4388
3557105,Votuporanga,-20.4237,-49.9781
3556503,Várzea Paulista,-23.2136,-46.8234
3557154,Zacarias,-21.0506,-50.0552
3500402,Águas da Prata,-21.9319,-46.7176
3500501,Águas de Lindóia,-22.4733,-46.6314
3500550,Águas de Santa Bárbara,-22.8812,-49.2421
3500600,Águas de São Pedro,-22.5977,-47.8734
3501202,Álvares Florence,-20.3203,-49.9141
3501301,Álvares Machado,-22.0764,-51.4722
3501400,Álvaro de Carvalho,-22.0841,-49.719
3533809,Óleo,-22.9435,-49.3419
